,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1619,Absol,Clauncher,Passimian,Dewpider,Popplio,Zebstrika,Floatzel,Sentret,Remoraid,Furret,Treecko,Greninja,Manectric,Sceptile,Lopunny,Venusaur,Hydreigon,Decidueye,Haxorus,Goodra,Gengar,Leavanny,Gogoat,Pidgeot,Salamence,Simisage,Kommo-o,Swampert,Metagross,Abomasnow,Slaking
1620,Panpour,Butterfree,Skitty,Electivire,Seadra,Cranidos,Exeggutor,Whirlipede,Archeops,Qwilfish,Kommo-o,Salamence,Gengar,Metagross,Garchomp,Gardevoir,Aegislash,Silvally,Klefki,Espeon,Mismagius,Zangoose,Slaking,Haxorus,Gallade,Floette,Dragonite,Meowstic,Altaria,Kadabra,Weezing
1621,Swalot,Salamence,Lickitung,Bronzong,Blaziken,Bewear,Lunatone,Pansear,Rockruff,Sableye,Bayleef,Kommo-o,Staraptor,Litleo,Starly,Empoleon,Prinplup,Piplup,Infernape,Monferno,Chimchar,Pyroar,Grotle,Turtwig,Metagross,Metang,Beldum,Salamence,Shelgon,Luvdisc,Relicanth
1622,Charmeleon,Mankey,Golbat,Joltik,Makuhita,Clefairy,Doublade,Sunkern,Vibrava,Remoraid,Shellder,Pyroar,Gyarados,Seismitoad,Slaking,Milotic,Vaporeon,Arcanine,Feraligatr,Kangaskhan,Hydreigon,Primarina,Houndoom,Lapras,Blastoise,Samurott,Garchomp,Walrein,Magmortar,Ludicolo,Gogoat
1623,Caterpie,Cubone,Cherubi,Medicham,Swalot,Noibat,Phione,Weezing,Yanma,Chesnaught,Venipede,Kadabra,Metagross,Salamence,Espeon,Gengar,Dragonite,Haxorus,Xatu,Gallade,Crobat,Infernape,Rotom,Slaking,Meowstic,Sigilyph,Gyarados,Staraptor,Scizor,Goodra,Volcarona
1624,Rhyperior,Chingling,Pikachu,Tentacruel,Avalugg,Houndour,Electivire,Electivire,Rapidash,Swanna,Electivire,Swampert,Garchomp,Camerupt,Gastrodon,Seismitoad,Flygon,Steelix,Golem,Marowak,Rhyperior,Stunfisk,Excadrill,Mudsdale,Donphan,Dugtrio,Diggersby,Krookodile,Whiscash,Nidoqueen,Quagsire
1625,Drowzee,Golduck,Slurpuff,Lickitung,Snover,Darumaka,Houndoom,Burmy,Noctowl,Passimian,Serperior,Gyarados,Hawlucha,Garchomp,Salamence,Aerodactyl,Dragonite,Gengar,Charizard,Blaziken,Houndoom,Gardevoir,Slaking,Kommo-o,Noivern,Floette,Crobat,Blastoise,Kingdra,Jellicent,Mandibuzz
1626,Seedot,Wartortle,Gallade,Blitzle,Klinklang,Togepi,Voltorb,Emboar,Ribombee,Elgyem,Litten,Swampert,Gardevoir,Nidoking,Floette,Seismitoad,Salazzle,Simipour,Charizard,Chandelure,Slaking,Kangaskhan,Rotom,Slurpuff,Banette,Metagross,Aerodactyl,Blaziken,Starmie,Pidgeot,Lopunny
1627,Dhelmise,Sylveon,Klefki,Staravia,Poliwag,Finneon,Sunkern,Swalot,Hypno,Klinklang,Machop,Metagross,Slaking,Magneton,Delphox,Typhlosion,Gallade,Lucario,Garchomp,Mienshao,Simipour,Steelix,Blaziken,Electivire,Togedemaru,Empoleon,Infernape,Manectric,Magnezone,Feraligatr,Zebstrika
1628,Lampent,Solosis,Grimer,Starly,Maractus,Grubbin,Cascoon,Croagunk,Porygon,Hitmontop,Abomasnow,Metagross,Charizard,Scizor,Conkeldurr,Typhlosion,Muk,Volcarona,Sawk,Chandelure,Toxicroak,Seviper,Blaziken,Throh,Simisear,Slaking,Machamp,Emboar,Arcanine,Gallade,Lampent
1629,Cryogonal,Tyrunt,Sigilyph,Pignite,Boldore,Bruxish,Sliggoo,Rowlet,Hitmonchan,Vespiquen,Azumarill,Kangaskhan,Salamence,Gardevoir,Aerodactyl,Tauros,Slaking,Staraptor,Metagross,Manectric,Garchomp,Goodra,Electivire,Lopunny,Dragonite,Jolteon,Galvantula,Miltank,Altaria,Hydreigon,Haxorus
1630,Honchkrow,Poochyena,Machop,Horsea,Spinarak,Onix,Boldore,Seedot,Sigilyph,Haunter,Marowak,Haxorus,Hydreigon,Empoleon,Slaking,Simipour,Greninja,Kangaskhan,Sharpedo,Pidgeot,Krookodile,Metagross,Gyarados,Tyranitar,Swampert,Absol,Milotic,Bisharp,Glalie,Lapras,Gardevoir
1631,Buneary,Finneon,Galvantula,Mamoswine,Girafarig,Tympole,Carnivine,Goldeen,Leafeon,Makuhita,Sawk,Golbat,Crobat,Scolipede,Charizard,Salamence,Venusaur,Typhlosion,Yanmega,Scyther,Leavanny,Metagross,Slaking,Gallade,Togekiss,Muk,Swellow,Garchomp,Hawlucha,Blaziken,Pinsir
1632,Minccino,Cutiefly,Garchomp,Treecko,Furfrou,Reuniclus,Garbodor,Gloom,Simisage,Haunter,Illumise,Metagross,Alakazam,Absol,Delphox,Scizor,Houndoom,Magnezone,Espeon,Charizard,Sigilyph,Garchomp,Volcarona,Goodra,Kadabra,Slaking,Meowstic,Aerodactyl,Typhlosion,Aegislash,Mismagius
1633,Masquerain,Roselia,Bonsly,Decidueye,Tsareena,Basculin,Hawlucha,Cacnea,Audino,Leavanny,Seviper,Espeon,Metagross,Gengar,Alakazam,Gardevoir,Archeops,Slaking,Drifblim,Aerodactyl,Dragonite,Meowstic,Aegislash,Pidgeot,Rotom,Haunter,Trevenant,Sceptile,Garchomp,Musharna,Banette
1634,Cranidos,Noivern,Budew,Panpour,Slowbro,Croagunk,Axew,Glameow,Kommo-o,Frillish,Lairon,Gardevoir,Floette,Espeon,Lucario,Drifblim,Aegislash,Meowstic,Garchomp,Metagross,Gallade,Klefki,Salamence,Xatu,Togekiss,Gengar,Banette,Clefable,Crobat,Comfey,Alakazam
1635,Darumaka,Stantler,Scyther,Hitmonchan,Jynx,Slowking,Kingdra,Spiritomb,Barboach,Pidgeot,Horsea,Slaking,Haxorus,Manectric,Silvally,Floette,Hydreigon,Tyranitar,Garchomp,Porygon-Z,Lopunny,Lapras,Jolteon,Altaria,Aerodactyl,Pinsir,Goodra,Banette,Decidueye,Sceptile,Krookodile
1636,Patrat,Florges,Blastoise,Nidoking,Bellsprout,Lurantis,Ivysaur,Hitmonchan,Roselia,Pansage,Torterra,Kommo-o,Chandelure,Crobat,Charizard,Salamence,Slaking,Swoobat,Altaria,Gallade,Grumpig,Golbat,Sigilyph,Metagross,Gardevoir,Scolipede,Espeon,Drifblim,Delphox,Dragonite,Vivillon
1637,Mienfoo,Cherubi,Hitmonlee,Helioptile,Mantine,Absol,Tangela,Drowzee,Marowak,Fomantis,Spoink,Salamence,Chesnaught,Garchomp,Slaking,Mandibuzz,Togekiss,Pidgeot,Noivern,Hydreigon,Tyranitar,Kommo-o,Houndoom,Sawk,Kangaskhan,Whimsicott,Kingdra,Sceptile,Floette,Bewear,Sylveon
1638,Trapinch,Gloom,Swirlix,Fraxure,Kricketune,Turtonator,Trubbish,Dhelmise,Shuckle,Duosion,Lotad,Flareon,Floette,Charizard,Tyranitar,Salamence,Darmanitan,Houndoom,Gengar,Banette,Mr. Mime,Drifblim,Misdreavus,Lampent,Aegislash,Gogoat,Skarmory,Mandibuzz,Gardevoir,Venusaur,Garchomp
1639,Staravia,Zoroark,Skiploom,Magikarp,Diglett,Piplup,Monferno,Shroomish,Rhyhorn,Popplio,Kecleon,Kommo-o,Decidueye,Slaking,Jellicent,Salamence,Banette,Trevenant,Metagross,Gothitelle,Leafeon,Hariyama,Oranguru,Throh,Gyarados,Grumpig,Dragonite,Floette,Garchomp,Dhelmise,Kingdra
1640,Crustle,Pidgeot,Turtonator,Numel,Hippowdon,Starmie,Raticate,Unfezant,Hypno,Ledian,Croagunk,Slaking,Tyranitar,Greninja,Dragonite,Hydreigon,Noivern,Haxorus,Absol,Lopunny,Sharpedo,Houndoom,Manectric,Metagross,Klinklang,Pidgeot,Goodra,Weavile,Gyarados,Drifblim,Krookodile
1641,Grubbin,Nosepass,Mr. Mime,Kirlia,Frillish,Floette,Clefairy,Kirlia,Deerling,Primeape,Dugtrio,Charizard,Gallade,Metagross,Gengar,Aerodactyl,Sceptile,Slaking,Salazzle,Alakazam,Gardevoir,Talonflame,Venusaur,Lucario,Leafeon,Espeon,Gliscor,Xatu,Drifblim,Golbat,Volcarona
1642,Kabuto,Pidove,Litten,Yamask,Jangmo-o,Ferrothorn,Machoke,Qwilfish,Milotic,Jangmo-o,Shellos,Zebstrika,Metagross,Dragonite,Noivern,Slaking,Leavanny,Haxorus,Kommo-o,Manectric,Gallade,Sceptile,Kangaskhan,Sigilyph,Venusaur,Jolteon,Simisage,Electabuzz,Salamence,Jumpluff,Vileplume
1643,Hitmonchan,Cacturne,Bibarel,Parasect,Krokorok,Bulbasaur,Arbok,Eevee,Rhydon,Simisage,Farfetch'd,Metagross,Salamence,Archeops,Glalie,Aerodactyl,Altaria,Dragonite,Sigilyph,Kommo-o,Braviary,Skarmory,Pidgeot,Scizor,Espeon,Cryogonal,Kadabra,Charizard,Gallade,Crobat,Drifblim
1644,Chingling,Lotad,Golisopod,Helioptile,Gothorita,Comfey,Scatterbug,Fennekin,Jellicent,Kricketune,Heliolisk,Slaking,Decidueye,Salamence,Venusaur,Kangaskhan,Jolteon,Manectric,Metagross,Simisage,Silvally,Gardevoir,Mismagius,Drifblim,Houndoom,Blastoise,Pidgeot,Gogoat,Noivern,Tyranitar,Florges
1645,Porygon2,Tyrantrum,Octillery,Xatu,Raticate,Croagunk,Lickilicky,Nosepass,Arcanine,Huntail,Tauros,Tyranitar,Salamence,Slaking,Kommo-o,Passimian,Metagross,Swampert,Greninja,Archeops,Rampardos,Blastoise,Conkeldurr,Omastar,Machamp,Tyrantrum,Relicanth,Lucario,Alakazam,Barbaracle,Poliwrath
1646,Hariyama,Scrafty,Gothitelle,Phantump,Buizel,Goldeen,Electabuzz,Spiritomb,Sawk,Gurdurr,Cherubi,Floette,Salamence,Garchomp,Greninja,Pinsir,Sceptile,Whimsicott,Manectric,Slaking,Nidoqueen,Simisage,Silvally,Vileplume,Leafeon,Typhlosion,Trevenant,Hawlucha,Clefable,Archeops,Swampert
1647,Doduo,Scolipede,Braixen,Shedinja,Servine,Houndoom,Rhyperior,Tyrantrum,Mantine,Wartortle,Klang,Garchomp,Swampert,Blastoise,Milotic,Seismitoad,Passimian,Gliscor,Kingdra,Lucario,Empoleon,Lapras,Floatzel,Flygon,Golduck,Simipour,Tyranitar,Slaking,Excadrill,Chesnaught,Greninja
1648,Skarmory,Unfezant,Buizel,Primarina,Azumarill,Starmie,Ampharos,Sawk,Zigzagoon,Whirlipede,Beheeyem,Metagross,Garchomp,Gengar,Manectric,Aerodactyl,Hippowdon,Gardevoir,Jolteon,Lopunny,Zebstrika,Aegislash,Salamence,Mismagius,Electivire,Altaria,Swampert,Pidgeot,Mudsdale,Kangaskhan,Greninja
1649,Slowbro,Foongus,Minun,Luvdisc,Metang,Sandslash,Pichu,Ursaring,Golbat,Togedemaru,Deino,Slaking,Garchomp,Lucario,Charizard,Gardevoir,Flygon,Houndoom,Scizor,Greninja,Chandelure,Mamoswine,Krookodile,Typhlosion,Swampert,Kangaskhan,Seismitoad,Hydreigon,Metagross,Sandslash,Excadrill
1650,Herdier,Slowking,Oddish,Walrein,Jumpluff,Volcarona,Metagross,Lopunny,Prinplup,Roselia,Pansear,Tyranitar,Lucario,Absol,Metagross,Hydreigon,Houndoom,Manectric,Sharpedo,Swampert,Excadrill,Chandelure,Liepard,Darmanitan,Cacturne,Shiftry,Gengar,Salamence,Spiritomb,Zoroark,Krookodile
1651,Swoobat,Wartortle,Greninja,Nidorina,Poochyena,Hariyama,Turtwig,Machop,Florges,Pupitar,Snubbull,Venusaur,Charizard,Metagross,Talonflame,Delphox,Slaking,Chandelure,Braviary,Oricorio,Florges,Crobat,Sceptile,Scyther,Pidgeot,Togekiss,Grumpig,Drifblim,Roserade,Meganium,Scizor
1652,Durant,Tangrowth,Spiritomb,Jigglypuff,Tsareena,Lapras,Parasect,Muk,Duosion,Carbink,Sewaddle,Slaking,Tyranitar,Metagross,Gothitelle,Empoleon,Scizor,Gyarados,Espeon,Oranguru,Hypno,Grumpig,Aurorus,Alakazam,Meowstic,Magneton,Salamence,Garchomp,Porygon-Z,Klinklang,Abra
1653,Swadloon,Aurorus,Braviary,Houndour,Skarmory,Shellos,Dwebble,Phione,Pignite,Furret,Weavile,Floette,Slaking,Excadrill,Kangaskhan,Mienshao,Primeape,Gardevoir,Metagross,Hydreigon,Blastoise,Gallade,Blaziken,Absol,Pinsir,Zebstrika,Porygon-Z,Empoleon,Aerodactyl,Tauros,Gyarados
1654,Beautifly,Cradily,Delphox,Goldeen,Klefki,Snubbull,Silvally,Bayleef,Hitmonchan,Totodile,Electrode,Metagross,Slaking,Kangaskhan,Glalie,Garchomp,Lucario,Scizor,Tyranitar,Simisage,Alakazam,Gengar,Delphox,Serperior,Venusaur,Kommo-o,Salamence,Flygon,Gourgeist,Aerodactyl,Pidgeot
1655,Trubbish,Hippowdon,Sableye,Raticate,Seedot,Barbaracle,Farfetch'd,Gourgeist,Grumpig,Aerodactyl,Frogadier,Metagross,Lucario,Slaking,Alakazam,Garchomp,Hydreigon,Ferrothorn,Kangaskhan,Tyranitar,Klinklang,Greninja,Lapras,Sharpedo,Magnezone,Goodra,Gallade,Scizor,Sawk,Exeggutor,Dragonite
1656,Carracosta,Ambipom,Dratini,Pansear,Wormadam,Sandslash,Drowzee,Nincada,Porygon-Z,Golurk,Caterpie,Drifblim,Greninja,Garchomp,Gourgeist,Gliscor,Decidueye,Slaking,Salamence,Sceptile,Simisage,Staraptor,Scizor,Serperior,Tyranitar,Metagross,Leavanny,Simipour,Pinsir,Krookodile,Charizard
1657,Cacnea,Snubbull,Vanilluxe,Hawlucha,Raichu,Hippowdon,Pignite,Bonsly,Boldore,Hoppip,Ducklett,Torterra,Salamence,Decidueye,Lapras,Blastoise,Gyarados,Swampert,Vaporeon,Venusaur,Simipour,Dragonite,Mandibuzz,Jellicent,Starmie,Slowbro,Gliscor,Seismitoad,Trevenant,Gourgeist,Golduck
1658,Spewpa,Tropius,Unfezant,Mantyke,Spheal,Vibrava,Corphish,Brionne,Fearow,Mismagius,Glalie,Tyranitar,Lopunny,Tauros,Metagross,Hawlucha,Pidgeot,Archeops,Sharpedo,Slaking,Mienshao,Salamence,Aerodactyl,Greninja,Lucario,Kangaskhan,Cinccino,Alakazam,Absol,Sceptile,Infernape
1659,Gorebyss,Abomasnow,Fomantis,Raichu,Swalot,Passimian,Weezing,Mudbray,Skarmory,Magcargo,Klefki,Espeon,Gyarados,Metagross,Garchomp,Gallade,Gardevoir,Bruxish,Volcarona,Meowstic,Alakazam,Golduck,Gligar,Dragonite,Salamence,Simipour,Slaking,Jellicent,Starmie,Altaria,Blastoise
1660,Houndour,Slaking,Chandelure,Stunky,Mandibuzz,Yungoos,Kangaskhan,Porygon-Z,Stantler,Simipour,Gorebyss,Metagross,Dhelmise,Slaking,Decidueye,Pinsir,Gallade,Lucario,Salamence,Hawlucha,Sharpedo,Gourgeist,Lopunny,Trevenant,Alakazam,Archeops,Absol,Delphox,Aerodactyl,Tauros,Serperior
1661,Mudbray,Sableye,Hitmonchan,Ledian,Wimpod,Carracosta,Braviary,Dedenne,Gogoat,Slowpoke,Meditite,Metagross,Slaking,Alakazam,Gardevoir,Floette,Tyranitar,Kangaskhan,Kadabra,Delphox,Electabuzz,Electrode,Kommo-o,Silvally,Porygon-Z,Jynx,Aerodactyl,Lopunny,Jellicent,Zebstrika,Lucario
1662,Tympole,Wishiwashi,Dunsparce,Hoothoot,Cacturne,Drifloon,Lombre,Ludicolo,Gorebyss,Karrablast,Sandygast,Dragonite,Salamence,Goodra,Floette,Garchomp,Venusaur,Metagross,Shiftry,Altaria,Kangaskhan,Slaking,Tyranitar,Hydreigon,Sigilyph,Malamar,Braviary,Xatu,Serperior,Silvally,Banette
1663,Feraligatr,Garchomp,Skrelp,Zweilous,Simipour,Qwilfish,Fletchinder,Prinplup,Aron,Rowlet,Nincada,Bulbasaur,Munna,Musharna,Pidove,Tranquill,Unfezant,Blitzle,Zebstrika,Roggenrola,Simipour,Boldore,Woobat,Swoobat,Drilbur,Excadrill,Audino,Timburr,Gurdurr,Conkeldurr,Gigalith
1664,Fraxure,Eelektrik,Seismitoad,Simisear,Toxapex,Hitmontop,Clauncher,Exeggcute,Roserade,Golisopod,Tauros,Salamence,Metagross,Slaking,Noivern,Volcarona,Gardevoir,Crobat,Drifblim,Lopunny,Muk,Espeon,Salazzle,Alakazam,Garchomp,Aerodactyl,Archeops,Goodra,Altaria,Gallade,Aegislash
1665,Noibat,Binacle,Joltik,Kangaskhan,Cottonee,Weepinbell,Skitty,Noivern,Tauros,Bronzong,Staryu,Metagross,Slaking,Tyranitar,Garchomp,Excadrill,Empoleon,Magnezone,Drifblim,Rotom,Salamence,Manectric,Aggron,Lucario,Aerodactyl,Ferrothorn,Gengar,Noivern,Klinklang,Mimikyu,Type: Null
1666,Eelektross,Spinda,Magnemite,Marill,Kadabra,Magcargo,Blaziken,Nidoran♀,Kecleon,Manectric,Lopunny,Golurk,Alakazam,Salamence,Swampert,Slaking,Decidueye,Hippowdon,Golett,Gourgeist,Aerodactyl,Garchomp,Metagross,Steelix,Kommo-o,Gengar,Rhydon,Rhyperior,Conkeldurr,Donphan,Rotom
1667,Petilil,Lampent,Riolu,Araquanid,Nidoran♀,Doublade,Relicanth,Froakie,Rapidash,Grotle,Sandygast,Salamence,Garchomp,Slaking,Hydreigon,Floette,Greninja,Sceptile,Alakazam,Altaria,Banette,Kingdra,Sliggoo,Chandelure,Gyarados,Goodra,Empoleon,Jellicent,Absol,Magmortar,Gardevoir
1668,Beautifly,Abomasnow,Vaporeon,Scyther,Mantyke,Scizor,Forretress,Metang,Luxray,Charjabug,Grimer,Excadrill,Swampert,Kommo-o,Camerupt,Arcanine,Delphox,Steelix,Marowak,Lucario,Magmortar,Golurk,Rotom,Volcarona,Magnezone,Charizard,Typhlosion,Blastoise,Donphan,Chandelure,Blaziken
1669,Steenee,Doduo,Bagon,Doduo,Seel,Noibat,Ralts,Quilava,Carvanha,Goldeen,Bronzong,Houndoom,Krookodile,Absol,Greninja,Electivire,Sharpedo,Gyarados,Blastoise,Slaking,Garchomp,Seismitoad,Hydreigon,Vaporeon,Kingdra,Swampert,Politoed,Tyranitar,Samurott,Golduck,Lanturn
1670,Umbreon,Pelipper,Pumpkaboo,Mawile,Chespin,Musharna,Gulpin,Diggersby,Doduo,Pineco,Decidueye,Hydreigon,Mandibuzz,Mismagius,Absol,Banette,Drapion,Delphox,Krookodile,Tyranitar,Magmortar,Murkrow,Scizor,Dragonite,Skuntank,Zoroark,Incineroar,Honchkrow,Salamence,Volcarona,Charizard
1671,Vanilluxe,Magnezone,Ducklett,Pineco,Purugly,Tyrantrum,Machoke,Simisage,Pidgeotto,Sawsbuck,Pawniard,Metagross,Salamence,Blaziken,Gardevoir,Scizor,Gallade,Mienshao,Infernape,Aerodactyl,Lopunny,Espeon,Pidgeot,Alakazam,Meowstic,Goodra,Pinsir,Slaking,Hydreigon,Kangaskhan,Tauros
1672,Mankey,Wormadam,Cascoon,Fennekin,Honedge,Illumise,Toucannon,Marill,Minun,Walrein,Pelipper,Metagross,Slaking,Florges,Electivire,Lucario,Typhlosion,Tyranitar,Aerodactyl,Kangaskhan,Silvally,Electabuzz,Delphox,Floette,Blaziken,Passimian,Jolteon,Houndoom,Porygon-Z,Sawk,Goodra
1673,Mr. Mime,Escavalier,Togekiss,Glaceon,Mudbray,Linoone,Onix,Pelipper,Herdier,Paras,Ledian,Tyranitar,Salamence,Espeon,Metagross,Kangaskhan,Floatzel,Slaking,Sharpedo,Aerodactyl,Garchomp,Hydreigon,Klefki,Skarmory,Noivern,Greninja,Bisharp,Drifblim,Zoroark,Scizor,Lucario
1674,Rufflet,Meganium,Golurk,Chandelure,Toucannon,Rhydon,Skorupi,Zweilous,Emboar,Staryu,Clawitzer,Salamence,Garchomp,Gyarados,Blastoise,Espeon,Poliwrath,Feraligatr,Aegislash,Hypno,Politoed,Kangaskhan,Sharpedo,Greninja,Dragonite,Slaking,Tyranitar,Starmie,Braviary,Swampert,Vaporeon
1675,Vanilluxe,Flareon,Pidgeotto,Spoink,Noctowl,Victreebel,Maractus,Spinda,Nidoran♂,Munchlax,Machop,Bulbasaur,Panpour,Simipour,Munna,Musharna,Pidove,Tranquill,Unfezant,Blitzle,Simisear,Zebstrika,Boldore,Gigalith,Woobat,Swoobat,Drilbur,Excadrill,Audino,Timburr,Roggenrola
1676,Leafeon,Glaceon,Buneary,Gallade,Politoed,Toxapex,Drapion,Combusken,Cherrim,Spiritomb,Watchog,Salamence,Slaking,Garchomp,Sharpedo,Lucario,Altaria,Noivern,Hydreigon,Silvally,Manectric,Staraptor,Dragonite,Miltank,Krookodile,Chesnaught,Steelix,Crobat,Charizard,Serperior,Lopunny
1677,Zorua,Seedot,Gogoat,Hariyama,Bruxish,Kadabra,Passimian,Wimpod,Kirlia,Swellow,Finneon,Metagross,Slaking,Slowbro,Crobat,Salamence,Manectric,Dragonite,Luxray,Gyarados,Archeops,Pidgeot,Aerodactyl,Silvally,Gardevoir,Kangaskhan,Froslass,Blastoise,Slowking,Goodra,Noivern
1678,Alakazam,Bonsly,Baltoy,Reuniclus,Cradily,Lucario,Shuppet,Alomomola,Herdier,Tyranitar,Trumbeak,Venusaur,Garchomp,Kommo-o,Blastoise,Pinsir,Lucario,Roserade,Heracross,Leafeon,Meganium,Feraligatr,Gyarados,Scizor,Kingdra,Sceptile,Floette,Sharpedo,Passimian,Greninja,Chesnaught
1679,Doublade,Elekid,Oddish,Swirlix,Blissey,Silvally,Gourgeist,Dodrio,Cyndaquil,Nidoqueen,Hippopotas,Drifblim,Metagross,Slaking,Sceptile,Lucario,Salamence,Aegislash,Archeops,Decidueye,Espeon,Hawlucha,Absol,Tyranitar,Delphox,Gengar,Volcarona,Aurorus,Magnezone,Crobat,Alakazam
1680,Bonsly,Furret,Kadabra,Elekid,Cubchoo,Oranguru,Watchog,Chespin,Ledian,Whismur,Braixen,Garchomp,Houndoom,Metagross,Blastoise,Archeops,Aerodactyl,Hydreigon,Haxorus,Charizard,Kangaskhan,Stoutland,Goodra,Slaking,Delphox,Krookodile,Tauros,Gliscor,Tyranitar,Drifblim,Salamence
1681,Ledyba,Anorith,Growlithe,Bulbasaur,Tentacruel,Dusknoir,Slowbro,Yanmega,Tauros,Poliwag,Stunfisk,Salamence,Alakazam,Goodra,Slaking,Metagross,Pidgeot,Venusaur,Sylveon,Jolteon,Floette,Garchomp,Houndoom,Sceptile,Hydreigon,Scizor,Whimsicott,Gardevoir,Rotom,Swampert,Kommo-o
1682,Gigalith,Ekans,Qwilfish,Sentret,Timburr,Electrode,Roserade,Kabutops,Nuzleaf,Ariados,Ariados,Excadrill,Slaking,Metagross,Ferrothorn,Steelix,Gliscor,Salamence,Kangaskhan,Garchomp,Alakazam,Espeon,Gengar,Goodra,Silvally,Haxorus,Nidoking,Kommo-o,Glalie,Lucario,Tauros
1683,Croagunk,Carracosta,Exeggcute,Gorebyss,Rhyperior,Whirlipede,Dedenne,Scrafty,Gurdurr,Blastoise,Decidueye,Metagross,Garchomp,Gengar,Greninja,Slaking,Alakazam,Pidgeot,Froslass,Salamence,Meowstic,Gardevoir,Espeon,Decidueye,Venusaur,Kangaskhan,Grumpig,Hawlucha,Lucario,Whimsicott,Pinsir
1684,Pancham,Shelgon,Hippowdon,Magby,Mamoswine,Shedinja,Totodile,Taillow,Seaking,Hitmonlee,Skrelp,Gardevoir,Decidueye,Espeon,Garchomp,Gourgeist,Tauros,Metagross,Leavanny,Salamence,Crobat,Floette,Meowstic,Slaking,Grovyle,Absol,Dhelmise,Sigilyph,Jellicent,Sharpedo,Bruxish
1685,Yanmega,Tirtouga,Spritzee,Altaria,Quagsire,Tyrunt,Fennekin,Infernape,Electrode,Sandshrew,Haunter,Swampert,Golurk,Alakazam,Garchomp,Metagross,Tyranitar,Whiscash,Seismitoad,Gardevoir,Haxorus,Delphox,Manectric,Hydreigon,Noivern,Meowstic,Espeon,Goodra,Kangaskhan,Gliscor,Bewear
1686,Dunsparce,Slowking,Scrafty,Ivysaur,Patrat,Baltoy,Krokorok,Mudsdale,Treecko,Weavile,Machop,Slaking,Accelgor,Greninja,Silvally,Heracross,Pinsir,Passimian,Charizard,Skarmory,Gyarados,Bewear,Empoleon,Vespiquen,Kommo-o,Vanilluxe,Togekiss,Aerodactyl,Kangaskhan,Ninjask,Milotic
1687,Delcatty,Pangoro,Chimecho,Skorupi,Minccino,Glameow,Dartrix,Cinccino,Corsola,Oshawott,Drampa,Metagross,Kommo-o,Slaking,Tyranitar,Bisharp,Garchomp,Magnezone,Empoleon,Swampert,Goodra,Alakazam,Hawlucha,Clefable,Type: Null,Excadrill,Floette,Trevenant,Scrafty,Ferrothorn,Whimsicott
1688,Farfetch'd,Pumpkaboo,Pumpkaboo,Steelix,Volbeat,Vespiquen,Exeggcute,Torchic,Hoppip,Emboar,Rowlet,Gardevoir,Salamence,Alakazam,Aegislash,Florges,Dragonite,Braviary,Darmanitan,Altaria,Slaking,Floette,Noivern,Crobat,Metagross,Goodra,Kangaskhan,Garchomp,Xatu,Delphox,Banette
1689,Purugly,Kadabra,Heliolisk,Cinccino,Yungoos,Nuzleaf,Azurill,Buizel,Eelektross,Banette,Joltik,Bulbasaur,Mime Jr.,Bonsly,Skuntank,Stunky,Purugly,Glameow,Honchkrow,Lopunny,Drifblim,Drifloon,Ambipom,Chatot,Gastrodon,Floatzel,Buizel,Pachirisu,Wormadam,Shieldon,Rampardos
1690,Magikarp,Victreebel,Magikarp,Greninja,Snorunt,Nincada,Swampert,Galvantula,Blitzle,Komala,Wailmer,Salamence,Porygon-Z,Krookodile,Garchomp,Heracross,Metagross,Haxorus,Kommo-o,Venusaur,Slaking,Dragonite,Hydreigon,Noivern,Alakazam,Decidueye,Florges,Goodra,Mr. Mime,Tsareena,Nidoking
1691,Wailmer,Pineco,Bounsweet,Vileplume,Venipede,Crawdaunt,Decidueye,Gigalith,Lilligant,Bouffalant,Slaking,Metagross,Delphox,Mienshao,Infernape,Lucario,Slaking,Salamence,Houndoom,Gardevoir,Kommo-o,Hawlucha,Blaziken,Decidueye,Charizard,Hydreigon,Absol,Goodra,Gengar,Gallade,Scizor
1692,Chikorita,Skiploom,Carnivine,Cottonee,Grubbin,Binacle,Medicham,Sharpedo,Jynx,Castform,Lotad,Greninja,Tyranitar,Hydreigon,Shiftry,Salamence,Hawlucha,Sceptile,Slaking,Lucario,Sharpedo,Noivern,Zebstrika,Pinsir,Accelgor,Pidgeot,Infernape,Jolteon,Serperior,Simisage,Whimsicott
1693,Snorunt,Pignite,Manectric,Chingling,Dragalge,Musharna,Donphan,Litwick,Mightyena,Rhyhorn,Trubbish,Blastoise,Sharpedo,Slaking,Umbreon,Charizard,Honchkrow,Pidgeot,Pinsir,Greninja,Goodra,Shiftry,Malamar,Hydreigon,Tyranitar,Garchomp,Krookodile,Kangaskhan,Floette,Swampert,Absol
1694,Torchic,Tirtouga,Altaria,Chespin,Gorebyss,Zebstrika,Phione,Meowstic,Swellow,Mr. Mime,Slowking,Greninja,Gengar,Manectric,Sceptile,Weavile,Lopunny,Jolteon,Alakazam,Slaking,Krookodile,Hydreigon,Serperior,Shiftry,Pinsir,Accelgor,Beedrill,Kangaskhan,Raichu,Abomasnow,Mandibuzz
